,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
1475,AZ,70,415,352-2175,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,False,372.1,0.01886261331191549,36.67999999999999,0.018511599752970065,333,0.03274265453451351
1476,NH,121,510,346-6352,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,False,616.1,0.031231540073827287,61.190000000000005,0.030881264691500508,258,0.025368182792505963
1477,RI,112,415,405-7467,no,no,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,False,671.0999999999999,0.0340196178275369,65.39999999999999,0.03300596030109712,334,0.032840980824406944
1478,HI,118,415,379-8526,no,no,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,False,659.2,0.03341637918627974,71.53999999999999,0.03610468501438055,315,0.0309727813164317
1479,NJ,66,415,410-5713,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,False,721.0999999999999,0.03655423396727293,65.57000000000001,0.0330917556107483,297,0.02920290809834989
1480,WI,78,408,408-5916,no,no,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,False,497.40000000000003,0.025214361358093965,43.48,0.021943412139016863,291,0.028612950358989288
1481,MD,129,415,370-5626,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,False,542.1999999999999,0.027485377419297435,58.61,0.029579194697970986,318,0.031267760186112
1482,OR,6,408,408-1331,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,False,552.4,0.028002439111803588,61.379999999999995,0.030977153566992988,317,0.031169433896218568
1483,NV,107,510,419-9688,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,False,689.7,0.034962495031518714,69.07000000000001,0.03485812963297827,299,0.029399560678136757
1484,AR,107,415,343-5219,yes,no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,True,570.2,0.028904762457549617,52.54,0.026515797465132152,320,0.03146441276589887
1485,MT,138,415,401-5586,no,no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,False,509.2,0.025812530767071663,49.77000000000001,0.025117838596110158,339,0.033332612273874115
1486,CT,103,510,377-9178,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,False,621.3000000000001,0.03149514015235983,55.72,0.0281206744339011,273,0.026843077140907477
1487,UT,116,415,345-5639,no,yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,False,709.8000000000001,0.035981410719692596,72.23,0.03645291303590589,275,0.027039729720694343
1488,GA,189,408,336-3488,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,False,615.8,0.031216332376988867,64.59,0.03259717088452391,289,0.028416297779202418
1489,NV,161,415,414-6426,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,False,574.2,0.029107531748728502,48.279999999999994,0.024365867940932248,333,0.03274265453451351
1490,TN,1,415,335-5591,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,False,711.1,0.03604731073932573,69.95,0.035302246529996084,282,0.027728013749948377
1491,DE,89,408,421-9144,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,False,603.0999999999999,0.030572539877495915,61.300000000000004,0.03093677930362773,334,0.032840980824406944
1492,NY,64,408,422-7728,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,False,687.1,0.034830694992252435,72.68,0.03668001826733547,296,0.029104581808456452
1493,MT,126,415,344-3466,no,yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,True,471.40000000000003,0.023896360965431233,49.33,0.02489578014760124,288,0.028317971489308983
1494,IA,129,415,398-7978,no,no,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,False,618.4999999999999,0.031353201648534605,63.410000000000004,0.032001650499886375,318,0.031267760186112
1495,VT,128,510,346-8368,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,False,687.0999999999999,0.03483069499225243,71.69,0.03618038675819041,321,0.03156273905579231
1496,LA,81,415,392-2722,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,False,619.2,0.03138868627449092,54.45,0.027479733002977652,311,0.030579476156857965
1497,MT,114,510,393-3274,no,no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,False,520.8,0.026400561711490418,55.45,0.02798441129504336,307,0.03018617099728423
1498,NH,50,408,339-4636,no,no,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,False,674.0,0.0341666255636416,64.09,0.03234483173849105,308,0.03028449728717766
1499,WV,86,415,349-7138,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,False,581.0999999999999,0.029457308776012065,53.89000000000001,0.02719711315942086,301,0.029596213257923627
1500,ID,96,408,363-3295,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,False,622.7,0.031566109404272444,63.18,0.03188557449271126,297,0.02920290809834989
1501,AZ,72,510,407-9830,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,False,578.5,0.029325508736745796,67.26,0.03394466192433934,296,0.029104581808456452
1502,SC,64,510,333-8822,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,False,617.4,0.031297440093460416,64.67,0.03263754514788916,303,0.029792865837710493
1503,WV,57,415,419-6418,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,False,648.5,0.03287397133237623,68.01,0.03432317064338862,308,0.03028449728717766
1504,OH,65,510,351-8955,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,False,663.0,0.033609010012899676,59.79,0.03017471508260852,389,0.03824892676854581
1505,MD,163,408,338-1840,no,no,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,False,647.0999999999999,0.03280300208046361,68.05999999999999,0.034348404557991895,348,0.03421754888291502
1506,MD,136,415,336-6997,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,False,679.3000000000001,0.03443529487445362,71.24,0.03595328152676085,268,0.026351445691440302
1507,MN,116,408,408-6266,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,False,617.8,0.0313177170225783,61.96,0.0312698669763911,348,0.03421754888291502
1508,NE,93,408,332-4291,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,False,685.8000000000001,0.034764794972619306,62.38,0.0314818318590587,287,0.02821964519941555
1509,MN,142,510,355-7895,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,False,632.8000000000001,0.03207810186449912,67.25000000000001,0.03393961514141869,311,0.030579476156857965
1510,NY,92,408,348-2916,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,False,666.0,0.033761086981283835,72.32999999999998,0.036503380865112456,272,0.026744750851014038
1511,HI,70,415,339-8132,no,no,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,False,680.8000000000001,0.0345113333586457,69.03,0.034837942501295634,283,0.027826340039841815
1512,MO,22,408,374-1684,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,False,490.79999999999995,0.024879792027648808,56.790000000000006,0.02866068020641141,295,0.02900625551856302
1513,NV,37,415,362-7604,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,False,666.3,0.03377629467812225,70.21,0.035433462885933166,326,0.03205437050525947
1514,MA,51,415,389-3206,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,False,662.0,0.033558317690104957,60.66,0.03061378519670568,330,0.032447675664833205
1515,NH,174,408,336-2829,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,False,518.0,0.026258623207665203,48.720000000000006,0.024587926389441166,316,0.031071107606325133
1516,UT,68,415,403-8916,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,True,716.6,0.03632611851469669,71.28999999999999,0.03597851544136413,312,0.030677802446751397
1517,FL,130,415,384-1135,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,False,613.8,0.031114947731399424,64.31,0.03245586096274551,287,0.02821964519941555
1518,WA,104,415,390-2320,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,False,557.1999999999999,0.028245762261218246,53.17999999999999,0.0268387915720542,304,0.029891192127603924
1519,CT,134,408,398-8578,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,False,609.1,0.030876693814264243,60.7,0.030633972328388312,312,0.030677802446751397
1520,KY,108,415,393-9424,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,False,567.6,0.02877296241828334,55.86000000000001,0.028191329394790302,349,0.03431587517280846
1521,NM,103,415,417-6330,no,no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,False,649.1,0.03290438672605306,62.85999999999999,0.03172407743925023,216,0.021238478616981738
1522,ND,62,510,340-6339,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,False,600.9,0.030461016767347533,55.169999999999995,0.027843101373264956,312,0.030677802446751397
1523,NV,162,415,380-6571,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,False,535.6999999999999,0.027155877321131755,48.94,0.024698955613695617,301,0.029596213257923627
1524,CA,93,510,368-6488,no,yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,False,399.9,0.020271859885608718,45.10000000000001,0.022760990972163313,316,0.031071107606325133
1525,ID,42,415,363-2193,no,no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,False,445.6,0.022588499037327445,42.97,0.021686026210063356,307,0.03018617099728423
1526,OK,155,415,328-1206,no,yes,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,False,603.9999999999999,0.030618162968011158,66.01,0.03331381405925721,352,0.03461085404248875
1527,IA,36,510,385-3540,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,False,582.8,0.02954348572476309,52.31,0.026399721457957045,321,0.03156273905579231
1528,OH,143,415,337-7167,no,no,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,True,597.9,0.030308939798963368,62.519999999999996,0.03155248681994789,315,0.0309727813164317
1529,NJ,197,510,372-8405,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,False,564.2,0.028600608520781293,53.989999999999995,0.027247580988627423,301,0.029596213257923627
1530,IA,81,510,377-1273,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,True,756.9,0.038369019123323925,77.16,0.038940977015789816,345,0.03392257001323472
1531,DE,138,510,380-7816,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,True,409.6,0.020763575416717507,33.849999999999994,0.01708336018642412,317,0.031169433896218568
1532,CA,103,415,402-6744,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,True,503.8,0.025538792223980176,50.839999999999996,0.025657844368620456,287,0.02821964519941555
1533,WY,127,510,400-2181,yes,no,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,True,734.1999999999999,0.03721830339588377,75.48,0.03809311748511944,283,0.027826340039841815
1534,OR,136,510,366-1613,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,True,736.5,0.03733489573831163,74.89,0.03779535729280067,308,0.03028449728717766
1535,ME,99,415,347-8205,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,False,657.9000000000001,0.0333504791666466,67.53999999999999,0.03408597184611773,280,0.02753136117016151
1536,AR,95,415,328-2982,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,False,489.0,0.024788545846618312,40.32,0.020348628736089235,295,0.02900625551856302
1537,ME,118,408,384-8723,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,True,535.5,0.027145738856572815,54.53,0.027520107266342908,331,0.03254600195472664
1538,WV,113,415,341-7686,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,True,364.59999999999997,0.018482420890955083,30.830000000000002,0.015559231744385695,316,0.031071107606325133
1539,PA,128,408,353-6038,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,False,509.7,0.025837876928469023,60.050000000000004,0.030305931438545604,334,0.032840980824406944
1540,HI,117,408,416-8827,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,False,452.9,0.0229585529937289,42.11000000000001,0.021252002878886855,307,0.03018617099728423
1541,MT,48,415,418-8450,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,False,676.1,0.034273079441510514,67.7,0.03416672037284825,304,0.029891192127603924
1542,DC,81,510,385-7861,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,False,708.9999999999999,0.03594085686145681,71.47,0.03606935753393596,341,0.033529264853660985
1543,AR,57,510,393-3507,no,no,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,False,599.0,0.030364701354037564,60.24,0.030401820314038083,265,0.026056466821760004
1544,MS,140,408,372-5262,no,no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,False,518.6,0.02628903860134204,53.75,0.027126458198531662,275,0.027039729720694343
1545,OH,107,510,411-3095,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,False,515.0,0.026106546239281044,60.29,0.03042705422864137,257,0.02526985650261253
1546,MO,56,415,331-5919,no,no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,False,499.70000000000005,0.025330953700521824,49.480000000000004,0.0249714818914111,306,0.030087844707390794
1547,TX,159,415,402-1556,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,False,547.0,0.0277287005687121,49.08,0.024769610574584815,303,0.029792865837710493
1548,MD,102,415,349-7362,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,False,622.5999999999999,0.03156104017199297,71.10000000000001,0.03588262656587165,323,0.03175939163557917
1549,CT,107,408,339-2734,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,False,534.3000000000001,0.027084908069219153,47.78,0.0241135287948994,347,0.03411922259302159
1550,SC,106,408,330-4914,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,False,396.0,0.02007415982670931,35.709999999999994,0.018022061809666333,316,0.031071107606325133
1551,MI,225,415,371-2500,no,no,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,True,657.8000000000001,0.03334540993436713,63.18,0.03188557449271126,311,0.030579476156857965
1552,SD,75,408,335-3681,no,no,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,False,490.59999999999997,0.024869653563089865,51.879999999999995,0.026182709792368787,278,0.02733470859037464
1553,CO,86,415,405-1132,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,False,672.5,0.034090587079449515,68.61999999999999,0.03463102440154869,265,0.026056466821760004
1554,ID,169,415,399-9239,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,False,606.8,0.03076010147183638,65.24,0.03292521177436661,271,0.026646424561120607
1555,AZ,122,510,350-7227,no,yes,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,False,557.7,0.02827110842261561,58.190000000000005,0.029367229815303392,321,0.03156273905579231
1556,FL,106,408,384-6654,no,no,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,False,694.9,0.03522609511005125,65.62,0.03311698952535158,373,0.03667570613025087
1557,MN,52,415,376-4271,no,yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,False,680.1999999999999,0.03448091796496886,59.800000000000004,0.03017976186552918,237,0.02330333070474385
1558,DE,79,415,391-8124,no,yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,False,611.4,0.030993286156692095,53.269999999999996,0.026884212618340116,284,0.027924666329735247
1559,MI,135,415,393-2524,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,False,640.1,0.032448155820900576,67.19,0.03390933444389474,316,0.031071107606325133
1560,MS,70,408,384-4385,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,False,575.9,0.029193708697479517,57.15,0.028842364391555055,305,0.029989518417497363
1561,MA,80,408,377-8266,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,False,573.0999999999999,0.0290517701936543,55.05000000000001,0.02778253997821708,259,0.025466509082399398
1562,CA,37,415,345-1243,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,False,540.6999999999999,0.027409338935105356,56.29,0.02840834106037855,300,0.029497886968030188
1563,MN,161,415,394-8086,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,False,543.5999999999999,0.027556346671210045,57.92999999999999,0.0292360134593663,295,0.02900625551856302
1564,VT,137,510,348-9145,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,False,582.1,0.02950800109880679,46.22,0.023326230659276897,255,0.025073203922825665
1565,CT,123,415,376-5201,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,False,455.5,0.023090353032995177,43.730000000000004,0.022069581712033295,357,0.03510248549195592
1566,WV,80,415,356-2093,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,False,653.1,0.033107156017231944,69.00999999999999,0.03482784893545431,249,0.02448324618346506
1567,WV,94,415,353-2080,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,False,607.8000000000001,0.030810793794631107,50.66,0.025567002276048627,330,0.032447675664833205
1568,NE,105,415,397-7500,no,yes,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,False,594.6999999999999,0.030146724366020262,53.68,0.027091130718087063,293,0.028809602938776154
1569,NC,73,415,414-5786,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,False,612.0,0.03102370155036893,61.47,0.031022574613278904,301,0.029596213257923627
1570,NE,112,415,388-4282,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,False,620.8,0.03146979399096247,58.95,0.029750785317273327,300,0.029497886968030188
1571,IL,179,408,415-5132,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,False,596.2,0.030222762850212345,64.09,0.03234483173849105,304,0.029891192127603924
1572,MA,57,510,352-4541,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,False,614.5,0.03115043235735573,57.07,0.0288019901281898,269,0.02644977198133374
1573,AZ,127,415,373-5928,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,False,546.3000000000001,0.027693215942755797,51.88,0.026182709792368787,268,0.026351445691440302
1574,SD,122,415,406-7737,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,False,664.7,0.0336951869616507,69.81,0.035231591569106886,273,0.026843077140907477
1575,MT,33,510,332-7607,no,yes,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,False,512.6,0.025984884664573715,51.25999999999999,0.025869809251288046,300,0.029497886968030188
1576,VT,94,408,359-7788,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,False,506.4,0.025670592263246448,48.17,0.024310353328805025,253,0.024876551343038796
1577,UT,100,408,384-1549,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,False,572.6,0.029026424032256946,58.309999999999995,0.029427791210351273,381,0.03746231644939834
1578,HI,106,415,352-8508,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,False,528.1,0.026770615667891885,52.6,0.026546078162656098,281,0.027629687460054946
1579,DC,148,415,404-1002,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,False,451.9,0.02290786067093418,54.86,0.027686651102724592,292,0.028711276648882716
1580,WI,120,415,414-2905,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,False,744.0000000000001,0.03771508815927204,79.30000000000001,0.04002098856081043,318,0.031267760186112
1581,UT,91,415,380-9849,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,False,587.1,0.029761462712780393,60.089999999999996,0.030326118570228232,305,0.029989518417497363
1582,WA,86,510,387-6498,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,False,551.0,0.027931469859890982,50.449999999999996,0.025461019834714826,285,0.028022992619628682
1583,SD,78,415,360-6024,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,False,718.0,0.0363970877666093,71.78,0.036225807804476325,261,0.025663161662186268
1584,MT,94,510,352-5815,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,False,573.2,0.02905683942593378,54.81,0.02766141718812131,334,0.032840980824406944
1585,NJ,85,415,366-2273,no,no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,True,755.1,0.03827777294229343,74.06,0.03737647431038613,291,0.028612950358989288
1586,CT,89,415,414-9119,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,False,451.4,0.022882514509536822,38.9,0.019631985561355935,231,0.022713372965383248
1587,VA,128,415,409-8796,no,no,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,False,609.4000000000001,0.030891901511102663,63.43,0.03201174406572769,304,0.029891192127603924
1588,NC,115,415,337-2442,yes,no,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,False,608.3,0.030836139956028463,60.62,0.030593598065023053,318,0.031267760186112
1589,AK,76,415,404-1931,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,False,561.6999999999999,0.028473877713794487,51.47,0.02597579169262185,264,0.025958140531866566
1590,MD,75,415,367-9765,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,False,619.4999999999999,0.031403893971329325,66.39999999999999,0.03351063859316283,319,0.03136608647600544
1591,IL,90,415,378-7299,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,False,568.5,0.028818585508798587,60.06,0.030310978221466257,344,0.03382424372334128
1592,CT,30,408,410-5192,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,False,493.1,0.024996384370076667,47.18,0.023810721819659975,324,0.0318577179254726
1593,KS,105,415,405-1108,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,True,818.6999999999999,0.04150180467203765,84.67,0.04273111098920327,319,0.03136608647600544
1594,MA,102,415,392-1734,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,False,441.0,0.02235531435247173,42.57,0.021484154893237073,270,0.026548098271227172
1595,NJ,83,415,395-6030,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,False,534.2,0.02707983883693968,55.04,0.027777493195296418,255,0.025073203922825665
1596,AR,63,510,330-5168,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,False,592.1000000000001,0.030014924326754,63.28,0.03193604232191783,319,0.03136608647600544
1597,MS,155,408,334-3142,no,no,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,False,541.0,0.027424546631943776,56.269999999999996,0.028398247494537232,308,0.03028449728717766
1598,ND,82,415,362-9983,no,yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,False,386.80000000000007,0.019607790456997884,45.27,0.02284678628181448,286,0.028121318909522113
1599,IN,87,510,414-2606,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,False,629.4999999999999,0.031910817199276534,63.24,0.0319158551902352,309,0.030382823577071096
1600,MI,115,415,402-4501,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,False,652.2,0.033061532926716694,59.0,0.02977601923187661,347,0.03411922259302159
1601,AR,99,510,387-2604,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,True,767.6,0.03891142697722744,81.41,0.04108585975706906,300,0.029497886968030188
1602,VT,121,415,400-3343,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,False,639.2,0.03240253273038533,69.7,0.03517607695697966,368,0.036184074680783704
1603,WV,54,510,353-2450,no,yes,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,False,481.6,0.024413422657937382,46.529999999999994,0.023482680929817264,289,0.028416297779202418
1604,ME,105,408,406-2032,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,False,510.3,0.02586829232214586,51.09,0.025784013941636888,251,0.02467989876325193
1605,IA,73,415,409-4462,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,False,550.4,0.027901054466214152,52.84,0.026667200952751866,340,0.03343093856376755
